0,0,0.118062
0,0.00840336,0.122268
0,0.0168067,0.126475
0,0.0252101,0.130681
0,0.0336134,0.134888
0,0.0420168,0.139094
0,0.0504202,0.143301
0,0.0588235,0.147507
0,0.0672269,0.151714
0,0.0756303,0.13847
0,0.0840336,0.141228
0,0.092437,0.143986
0,0.10084,0.146744
0,0.109244,0.149502
0,0.117647,0.15226
0,0.12605,0.155018
0,0.134454,0.157776
0,0.142857,0.160534
0,0.151261,0.163292
0,0.159664,0.16605
0,0.168067,0.168808
0,0.176471,0.171566
0,0.184874,0.174324
0,0.193277,0.124001
0,0.201681,0.128131
0,0.210084,0.13226
0,0.218487,0.13639
0,0.226891,0.14052
0,0.235294,0.1495
0,0.243697,0.151793
0,0.252101,0.154087
0,0.260504,0.156381
0,0.268908,0.158674
0,0.277311,0.160968
0,0.285714,0.163262
0,0.294118,0.165556
0,0.302521,0.167849
0,0.310924,0.149651
0,0.319328,0.15146
0,0.327731,0.15327
0,0.336134,0.155079
0,0.344538,0.156889
0,0.352941,0.158698
0,0.361345,0.160507
0,0.369748,0.141106
0,0.378151,0.14356
0,0.386555,0.146014
0,0.394958,0.148467
0,0.403361,0.150921
0,0.411765,0.153375
0,0.420168,0.155828
0,0.428571,0.158282
0,0.436975,0.160736
0,0.445378,0.163189
0,0.453782,0.165643
0,0.462185,0.168097
0,0.470588,0.17055
0,0.478992,0.168636
0,0.487395,0.168668
0,0.495798,0.168699
0,0.504202,0.16873
0,0.512605,0.168761
0,0.521008,0.168792
0,0.529412,0.168823
0,0.537815,0.168854
0,0.546218,0.173001
0,0.554622,0.174866
0,0.563025,0.176731
0,0.571429,0.178596
0,0.579832,0.180461
0,0.588235,0.182327
0,0.596639,0.184192
0,0.605042,0.186057
0,0.613445,0.187922
0,0.621849,0.150849
0,0.630252,0.151431
0,0.638655,0.152013
0,0.647059,0.152595
0,0.655462,0.153177
0,0.663866,0.153759
0,0.672269,0.154341
0,0.680672,0.154923
0,0.689076,0.155505
0,0.697479,0.156088
0,0.705882,0.15667
0,0.714286,0.136628
0,0.722689,0.136092
0,0.731092,0.135556
0,0.739496,0.135019
0,0.747899,0.134483
0,0.756303,0.133947
0,0.764706,0.133411
0,0.773109,0.132874
0,0.781513,0.132338
0,0.789916,0.131802
0,0.798319,0.127663
0,0.806723,0.127424
0,0.815126,0.127184
0,0.823529,0.126945
0,0.831933,0.126706
0,0.840336,0.126466
0,0.848739,0.126227
0,0.857143,0.125988
0,0.865546,0.125748
0,0.87395,0.137359
0,0.882353,0.137467
0,0.890756,0.137574
0,0.89916,0.137681
0,0.907563,0.137789
0,0.915966,0.137896
0,0.92437,0.138003
0,0.932773,0.138111
0,0.941176,0.138218
0,0.94958,0.138325
0,0.957983,0.138433
0,0.966387,0.13854
0,0.97479,0.138647
0,0.983193,0.138755
0,0.991597,0.138862
0,1,0.138969
0.00840336,0,0.120948
0.00840336,0.00840336,0.125155
0.00840336,0.0168067,0.129361
0.00840336,0.0252101,0.133568
0.00840336,0.0336134,0.137774
0.00840336,0.0420168,0.141981
0.00840336,0.0504202,0.146187
0.00840336,0.0588235,0.150394
0.00840336,0.0672269,0.1546
0.00840336,0.0756303,0.158807
0.00840336,0.0840336,0.145969
0.00840336,0.092437,0.148727
0.00840336,0.10084,0.151485
0.00840336,0.109244,0.154243
0.00840336,0.117647,0.157001
0.00840336,0.12605,0.159759
0.00840336,0.134454,0.162517
0.00840336,0.142857,0.165275
0.00840336,0.151261,0.168033
0.00840336,0.159664,0.170791
0.00840336,0.168067,0.173549
0.00840336,0.176471,0.176307
0.00840336,0.184874,0.179065
0.00840336,0.193277,0.13532
0.00840336,0.201681,0.13945
0.00840336,0.210084,0.14358
0.00840336,0.218487,0.147709
0.00840336,0.226891,0.151839
0.00840336,0.235294,0.155969
0.00840336,0.243697,0.161656
0.00840336,0.252101,0.16395
0.00840336,0.260504,0.166243
0.00840336,0.268908,0.168537
0.00840336,0.277311,0.170831
0.00840336,0.285714,0.173124
0.00840336,0.294118,0.175418
0.00840336,0.302521,0.159368
0.00840336,0.310924,0.161178
0.00840336,0.319328,0.162987
0.00840336,0.327731,0.164796
0.00840336,0.336134,0.166606
0.00840336,0.344538,0.168415
